x_num,x_den,y_num,y_den,x_float,y_float
2,1,41,5,2.0,8.2
1,1,41,5,1.0,8.2
0,1,41,5,0.0,8.2
11,5,44,5,2.2,8.8
16,5,44,5,3.2,8.8
6,5,44,5,1.2,8.8
1,5,44,5,0.2,8.8
21,5,44,5,4.2,8.8
26,5,44,5,5.2,8.8
6,1,41,5,6.0,8.2
-4,5,44,5,-0.8,8.8
9,5,44,5,1.8,8.8
14,5,44,5,2.8,8.8
4,5,44,5,0.8,8.8
19,5,44,5,3.8,8.8
24,5,44,5,4.8,8.8
-1,5,44,5,-0.2,8.8
-1,1,41,5,-1.0,8.2
29,5,44,5,5.8,8.8
5,1,47,5,5.0,9.4
4,1,47,5,4.0,9.4
3,1,47,5,3.0,9.4
2,1,47,5,2.0,9.4
1,1,47,5,1.0,9.4
0,1,47,5,0.0,9.4
11,5,9,1,2.2,9.0
16,5,9,1,3.2,9.0
6,5,9,1,1.2,9.0
1,5,9,1,0.2,9.0
21,5,9,1,4.2,9.0
7,1,33,5,7.0,6.6
32,5,37,5,6.4,7.4
28,5,8,1,5.6,8.0
29,5,41,5,5.8,8.2
5,1,44,5,5.0,8.8
33,5,38,5,6.6,7.6
36,5,34,5,7.2,6.8
39,5,6,1,7.8,6.0
26,5,9,1,5.2,9.0
6,1,42,5,6.0,8.4
34,5,39,5,6.8,7.8
37,5,7,1,7.4,7.0
17,5,9,1,3.4,9.0
